종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"001500","현대차증권","14800","300","2.07","14500","14950","14500","161714","2384424650","444697228000","30047110"
"011760","현대코퍼레이션","21050","400","1.94","20700","21200","20650","102102","2142515700","278469734300","13228966"
"227840","현대코퍼레이션홀딩스","14900","100","0.68","14800","15000","14750","51856","770976400","135602456400","9100836"
"126560","현대퓨처넷","4275","-35","-0.81","4310","4345","4265","299452","1283339195","482547447900","112876596"
"001450","현대해상","23900","100","0.42","23850","24200","23600","940717","22378816050","2136660000000","89400000"
"057050","현대홈쇼핑","94500","2500","2.72","91700","95200","90700","51356","4774773300","1134000000000","12000000"
"093240","형지엘리트","4900","-130","-2.58","4985","5010","4885","861568","4250787110","152658510200","31154798"
"003010","혜인","7570","250","3.42","7330","7640","7330","259350","1947588030","96235494790","12712747"
"111110","호전실업","13900","300","2.21","13400","14000","13050","123458","1675665450","111200000000","8000000"
"008770","호텔신라","93900","-1600","-1.68","95300","96600","93700","616875","58281011800","3685398561900","39248121"
"008775","호텔신라우","90800","-1200","-1.30","91700","92700","90800","23788","2176346900","68270613200","751879"
"002460","화성산업","12950","-700","-5.13","12950","13100","12550","363822","4663720500","161237860000","12450800"
"378850","화승알앤에이","6440","150","2.38","6530","6800","6380","795537","5237568030","122318932120","18993623"
"241590","화승엔터프라이즈","19200","-150","-0.78","19300","19550","19000","234868","4510462350","1162634707200","60553891"
"006060","화승인더","8030","-170","-2.07","8180","8260","7920","1170249","9410450750","444219600000","55320000"
"013520","화승코퍼레이션","2265","135","6.34","2220","2430","2160","4975846","11530172510","113366085780","50051252"
"010690","화신","5540","60","1.09","5400","5660","5250","1086095","5968441120","193459071400","34920410"
"133820","화인베스틸","2870","55","1.95","2775","2890","2750","364952","1031370100","84808500000","29550000"
"010660","화천기계","2650","10","0.38","2615","2675","2610","127436","335023490","58300000000","22000000"
"000850","화천기공","37000","150","0.41","36850","37450","36350","14099","517556400","81400000000","2200000"
"016580","환인제약","21050","50","0.24","21000","21150","20800","71065","1490689400","391531473500","18600070"
"032560","황금에스티","9820","110","1.13","9690","10100","9660","404468","3998045610","157120000000","16000000"
"004800","효성","101500","1500","1.50","100000","103000","99700","53928","5476510900","2138709037500","21071025"
"094280","효성ITX","19400","0","0.00","19400","19450","19300","18996","368300750","224229080000","11558200"
"298040","효성중공업","62500","-100","-0.16","62200","63500","61500","53421","3344483100","582784250000","9324548"
"298050","효성첨단소재","367500","17500","5.00","353000","372000","352000","74475","27177672000","1646380890000","4479948"
"298020","효성티앤씨","744000","21000","2.90","722000","746000","715000","65946","48636531000","3219795408000","4327682"
"298000","효성화학","369000","4000","1.10","366500","377000","362000","45813","17005281500","1177156494000","3190126"
"093370","후성","9990","90","0.91","9900","10050","9800","342183","3406740540","925142121810","92606819"
"081660","휠라홀딩스","55700","0","0.00","55600","56300","54100","559232","30943109500","3383898765400","60752222"
"005870","휴니드","8110","-50","-0.61","8100","8160","7950","128621","1034719620","114480881650","14116015"
"079980","휴비스","11050","100","0.91","10950","11200","10750","231306","2554342200","381225000000","34500000"
"005010","휴스틸","15250","350","2.35","15200","15600","14550","695679","10538634200","116750416250","7655765"
"069260","휴켐스","21850","0","0.00","21900","22050","21800","148408","3252494800","893197147800","40878588"
"000540","흥국화재","4655","55","1.20","4600","4695","4570","288171","1330758870","299049512475","64242645"
"000547","흥국화재2우B","39000","-4800","-10.96","39600","40700","37000","49886","1924029800","5990400000","153600"
"000545","흥국화재우","12700","-950","-6.96","12550","12900","12100","75531","946178900","9753600000","768000"
"003280","흥아해운","258","0","0.00","0","0","0","0","0","30117000222","116732559"
